ProductName,Price,Image,OS,Processor,Graphics,Display,Memory ,Storage
Precision 5490 Workstation,CAD $3079.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 155H vPro Essentials,NVIDIA RTXTM 1000 Ada Generation,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Precision 3590 Workstation,Dell Price CAD $2389.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165H vPro Enterprise,NVIDIA RTXTM 500 Ada Generation,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Precision 3490 Workstation,CAD $1979.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135H vPro Enterprise,Intel Graphics or Intel ArcTM Pro Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Precision 3590 Workstation,Dell Price CAD $2269.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165H vPro Enterprise,NVIDIA RTXTM 500 Ada Generation,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Precision 3490 Workstation,Dell Price CAD $2369.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165H vPro Enterprise,NVIDIA RTXTM 500 Ada Generation,14.0-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Precision 3490 Workstation,CAD $1919.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 125H vPro Essentials,Intel Graphics or Intel ArcTM Pro Integrated Graphics,14.0-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Latitude 5350 2-in-1,CAD $2202.25,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel Integrated Graphics,13.3-in. touch display Full HD (1920X1080),16 GB LPDDR5X,512 GB SSD
Latitude 9450 2-in-1,Dell Price CAD $2519.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/mg/notebook-latitude-14-9450-t-wlan-gray-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,14.0-in. touch display Quad HD+ (2560X1600),16 GB LPDDR5X,256 GB SSD
Latitude 5350 2-in-1,CAD $2509.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-13-5350-laptop-2-in-1/mg/non-touch/laptop-latitude-13-5350-nt-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1365U vPro,Intel Iris Xe Graphics,13.3-in. touch display Full HD (1920X1080),16 GB LPDDR5X,512 GB SSD
Latitude 5350 2-in-1,CAD $1939.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-13-5350-laptop-2-in-1/mg/non-touch/laptop-latitude-13-5350-nt-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 5 125U,Intel Integrated Graphics,13.3-in. touch display Full HD (1920X1080),16 GB LPDDR5X,256 GB SSD
Latitude 5350 2-in-1,CAD $2002.17,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135U  vPro,Intel Integrated Graphics,13.3-in. touch display Full HD (1920X1080),16 GB LPDDR5X,256 GB SSD
Latitude 9440 2-in-1,Dell Price CAD $859.82,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,13th Gen Intel CoreTM i5-1345U  vPro,Intel Iris Xe graphics  i5-1345U vPro processor with 16 GB memory and WLAN AX211,14.0-in. touch display Quad HD+ (2560X1600),16 GB LPDDR5,256 GB SSD
Latitude 9450 2-in-1,Dell Price CAD $2999.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/mg/notebook-latitude-14-9450-t-wlan-gray-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 7 165U,Intel Integrated Graphics,14.0-in. touch display Quad HD+ (2560X1600),16 GB LPDDR5X,512 GB SSD
Latitude 7450 Ultralight,CAD $2734.77,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Latitude 7350 Detachable,CAD $2471.87,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 134U,Intel Integrated Graphics,13.0-in. touch display 3K (2880X1920),16 GB LPDDR5X,256 GB SSD
Latitude 9440 2-in-1,Dell Price CAD $859.82,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,13th Gen Intel CoreTM i5-1345U  vPro,Intel Iris Xe graphics  i5-1345U vPro processor with 16 GB memory and WLAN AX211,14.0-in. touch display Quad HD+ (2560X1600),16 GB LPDDR5,256 GB SSD
Latitude 7230 Rugged Extreme Tablet,Dell Price CAD $3099.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,12th Gen Intel CoreTM i5-1240U vPro,Integrated IntelIris Xe Graphics for i5-1240U vPro Processor  16GB Memory  u-blox NEO-M9N GPS card,12.0-in. touch display Full HD (1920X1200),16 GB LPDDR5,256 GB SSD
Latitude 7230 Rugged Extreme Tablet,CAD $3959.77,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,12th Gen Intel CoreTM i5-1240U vPro,Integrated IntelIris Xe Graphics for i5-1240U vPro Processor  16GB Memory  u-blox NEO-M9N GPS card,12.0-in. touch display Full HD (1920X1200),16 GB LPDDR5,256 GB SSD
Precision 3590 Workstation,Dell Price CAD $1899.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 125H vPro Essentials,Intel Graphics or Intel ArcTM Pro Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,256 GB SSD
Precision 3590 Workstation,CAD $2239.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135H vPro Enterprise,Intel Graphics or Intel ArcTM Pro Integrated Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Precision 5690 Workstation,Dell Price CAD $2509.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 5 135H vPro Enterprise,Intel ArcTM Pro Graphics,16.0-in. display Full HD+ (1920X1200),16 GB LPDDR5X,256 GB SSD
Precision 7680 Workstation,CAD $2246.67,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,13th Gen Intel CoreTM i5-13600HX  vPro,Intel UHD Graphics,16.0-in. display Full HD+ (1920X1200),16 GB,256 GB SSD
Precision 5680 Workstation,CAD $2132.63,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM i7-13700H  vPro Essentials,NVIDIA RTXTM 3500 Ada Generation,16.0-in. display Full HD+ (1920X1200),16 GB LPDDR5,256 GB SSD
Latitude 7030 Rugged Extreme,Dell Price CAD $3199.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/tablets/latitude/10-7030/media-gallery/tablet-latitude-7030t-bk-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,12th Gen Intel CoreTM i5-1240U vPro,Intel Xe Integrated Graphics,10.1-in. touch display Full HD+ (1920X1200),16 GB LPDDR5,512 GB SSD
Inspiron 14 2-in-1 7440,Dell Price CAD $879.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/14-2-in-1-7440-intel/media-gallery/notebook-inspiron-14-7440-t-ice-blue-gallery-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-1334U,Intel UHD Graphics,14.0-in. touch display Full HD+ (1920X1200),8 GB DDR5,512 GB SSD
Inspiron 14 Plus,CAD $2049.99,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 9 185H,Intel ArcTM Graphics,14.0-in. display 2.8K (2880X1800),32GB  2x16GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 16,CAD $1099.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-5645/media-gallery/laptop-inspiron-16-5645t-ice-blue-fpr-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,AMD RyzenTM 7 8840U,AMD RadeonTM Graphics,16.0-in. display Full HD+ (1920X1200),16 GB: 2 x 8 GB  DDR5  5600 MT/s,1 TB SSD
New Inspiron 16,CAD $1249.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-5645/media-gallery/laptop-inspiron-16-5645t-ice-blue-fpr-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,AMD RyzenTM 7 8840U,AMD RadeonTM Graphics,16.0-in. touch display Full HD+ (1920X1200),16 GB: 2 x 8 GB  DDR5  5600 MT/s,1 TB SSD
New Inspiron 16,CAD $1149.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-5645/media-gallery/laptop-inspiron-16-5645t-ice-blue-fpr-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,AMD RyzenTM 7 8840U,AMD RadeonTM Graphics,16.0-in. touch display Full HD+ (1920X1200),16 GB: 2 x 8 GB  DDR5  5600 MT/s,1 TB SSD
New Inspiron 14 Plus,CAD $1499.98,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/7441/media-gallery/touch/notebook-inspiron-7441-t-ice-blue-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Qualcomm Snapdragon X Plus X1P-64-100,Qualcomm AdrenoTM Graphics,14.0-in. display Quad HD+ (2560X1600),16 GB LPDDR5X,512 GB SSD
New Inspiron 14 Plus,CAD $1399.98,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/7441/media-gallery/touch/notebook-inspiron-7441-t-ice-blue-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Qualcomm Snapdragon X Plus X1P-64-100,Qualcomm AdrenoTM Graphics,14.0-in. display Quad HD+ (2560X1600),16 GB LPDDR5X,256 GB SSD
New Inspiron 16,CAD $1199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-5645/media-gallery/laptop-inspiron-16-5645t-ice-blue-fpr-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,AMD RyzenTM 7 8840U,AMD RadeonTM Graphics,16.0-in. display Full HD+ (1920X1200),16 GB: 2 x 8 GB  DDR5  5600 MT/s,1 TB SSD
New Inspiron 14 Plus,CAD $1499.98,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/7441/media-gallery/touch/notebook-inspiron-7441-t-ice-blue-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Qualcomm Snapdragon X Plus X1P-64-100,Qualcomm AdrenoTM Graphics,14.0-in. display Quad HD+ (2560X1600),16 GB LPDDR5X,256 GB SSD
G16 Gaming Laptop,Dell Price CAD $1799.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,16.0-in. display Quad HD+ (2560X1600) 240Hz,32 GB DDR5,1 TB SSD
G16 Gaming Laptop,Dell Price CAD $2049.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4070,16.0-in. display Quad HD+ (2560X1600) 240Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $2099.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,Dell Price CAD $1699.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $1999.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $2199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 360Hz,32 GB DDR5,2 TB SSD
G15 Gaming Laptop,CAD $1249.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-13450HX,NVIDIA GeForce RTXTM 3050,15.6-in. display Full HD (1920X1080) 120Hz,8 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $2179.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),32 GB: 2 x 16 GB  DDR5  5600 MT/s,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $2269.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),32 GB: 2 x 16 GB  DDR5  5600 MT/s,512 GB SSD
Latitude 7650 Laptop,CAD $3074.79,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,16.0-in. display Full HD+ (1920X1200),32 GB LPDDR5X,512 GB SSD
Latitude 7450 Laptop,CAD $3154.83,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. touch display Full HD+ (1920X1200),32 GB LPDDR5X,512 GB SSD
G16 Gaming Laptop,Dell Price CAD $2049.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g16-7630/media-gallery/black/notebook-g16-7630-nt-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4070,16.0-in. display Quad HD+ (2560X1600) 240Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $2099.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,Dell Price CAD $1699.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $1999.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i9-13900HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 165Hz,32 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $2199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4060,15.6-in. display Full HD (1920X1080) 360Hz,32 GB DDR5,2 TB SSD
G15 Gaming Laptop,CAD $1249.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i5-13450HX,NVIDIA GeForce RTXTM 3050,15.6-in. display Full HD (1920X1080) 120Hz,8 GB DDR5,512 GB SSD
Latitude 5550 Laptop,Dell Price CAD $2179.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,15.6-in. display Full HD (1920X1080),32 GB: 2 x 16 GB  DDR5  5600 MT/s,512 GB SSD
Latitude 5450 Laptop,Dell Price CAD $2269.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. display Full HD (1920X1080),32 GB: 2 x 16 GB  DDR5  5600 MT/s,512 GB SSD
Latitude 7650 Laptop,CAD $3074.79,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,16.0-in. display Full HD+ (1920X1200),32 GB LPDDR5X,512 GB SSD
Latitude 7450 Laptop,CAD $3154.83,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. touch display Full HD+ (1920X1200),32 GB LPDDR5X,512 GB SSD
Latitude 7450 Laptop,Dell Price CAD $2099.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,14.0-in. display Full HD+ (1920X1200),32 GB LPDDR5X,512 GB SSD
Latitude 7350 Laptop,Dell Price CAD $2399.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Pro,Intel CoreTM Ultra 7 165U  vPro,Intel Integrated Graphics,13.3-in. display Full HD+ (1920X1200),32 GB LPDDR5X,512 GB SSD
XPS 16 Laptop,Dell Price CAD $3949.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4070  8 GB GDDR6  60 W,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 16 Laptop,Dell Price CAD $3299.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4060,16.3-in. display Full HD+ (1920X1200),32 GB LPDDR5X,1 TB SSD
